DRE;CODESC;TIPOESC;NOMES;DESLOC;CEU;DIRETORIA;SUBPREF;ENDERECO;NUMERO;BAIRRO;CEP;TEL1;TEL2;FAX;SITUACAO;DISTRITO;CDIST;SETOR;CODINEP;CD_CIE;EH;FX_ETARIA;DT_CRIACAO;ATO_CRIACAO;DOM_CRIACAO;DT_INI_CONV;DT_AUTORIZA;DT_EXTINCAO;NOME_ANT;REDE;LATITUDE;LONGITUDE;DATABASE
CL;501537;MOVA;CARITAS - SAO JOAO BATISTA - VALO VELHO;CARITAS - SAO JOAO BATISTA - VALO VELHO;;CAMPO LIMPO;CAMPO LIMPO;RUA LUAR DO SERTÃO;7;CHÁCARA SANTA MARIA;5879450;955515614;;;Ativa;CAPAO REDONDO;19;1902;NA;NA;NA;;27/07/2015;2,02E+11;27/07/2015;;;;COMUNIDADE SAO JOAO BATISTA;CON;-23686394;-46793677;31/12/2024
CL;501539;MOVA;CARITAS - SAO LUIZ GONZAGA;CARITAS - SAO LUIZ GONZAGA;;CAMPO LIMPO;M'BOI MIRIM;RUA PAOLO PORPORA;70;PARQUE INDEPENDÊNCIA;5875350;955515614;;;Ativa;JARDIM ANGELA;43;4301;NA;NA;NA;;27/07/2015;2,02E+11;27/07/2015;;;;PAROQUIA SAO BENTO;CON;-23694641;-46781780;31/12/2024
CL;501540;MOVA;CARITAS - SANTA TEREZINHA;CARITAS - SANTA TEREZINHA;;CAMPO LIMPO;CAMPO LIMPO;AVENIDA DOM RODRIGO SANCHES;1531;JARDIM AMÁLIA;5892360;955515614;;;Ativa;CAPAO REDONDO;19;1906;NA;NA;NA;;27/07/2015;2,02E+11;27/07/2015;;;;COMUNIDADE SANTA TEREZINHA;CON;-23659705;-46793037;31/12/2024
SA;501541;MOVA;CIPS - CENTRO INTEGRADO DE PROMOCAO SOCIAL;CIPS - CENTRO INTEGRADO DE PROMOCAO SOCIAL;;SANTO AMARO;CIDADE ADEMAR;RUA FRANCISCO VERGUEIRO PORTO;73;PARQUE DOROTEIA;4474300;34481678;;;Criada;PEDREIRA;58;5803;NA;NA;NA;;27/07/2015;2,02E+11;27/07/2015;;;;;CON;-23701881;-46641338;31/12/2024
SA;501542;MOVA;ENTIDADE DE PROMOCAO E ASSIST SOCIAL ESPACO ABERTO II;ENTIDADE DE PROMOCAO E ASSIST SOCIAL ESPACO ABERTO II;;SANTO AMARO;JABAQUARA;RUA BAQUIRIVU;136;CIDADE ADEMAR;4404030;56230873;;;Ativa;JABAQUARA;38;3806;NA;NA;NA;;30/06/2015;2,02E+11;30/06/2015;;;;ENTIDADE DE PROMOCAO E ASS SOCIAL ESPACO ABER;CON;-23672887;-46635157;31/12/2024
SA;501543;MOVA;ENTIDADE DE PROMOCAO E ASSIST SOCIAL ESPACO ABERTO III;ENTIDADE DE PROMOCAO E ASSIST SOCIAL ESPACO ABERTO III;;SANTO AMARO;CIDADE ADEMAR;RUA SEBASTIÃO AFONSO;890;JARDIM MIRIAM;4417100;56230875;;;Criada;CIDADE ADEMAR;22;2206;NA;NA;NA;;30/06/2015;2,02E+11;30/06/2015;;;;ENTIDADE DE PROMOCAO E ASS SOCIAL ESPACO ABER;CON;-23679550;-46636539;31/12/2024
PE;501544;MOVA;INSTITUTO DE EDUCACAO E CULTURA ALUTHA;INSTITUTO DE EDUCACAO E CULTURA ALUTHA;;PENHA;PENHA;RUA DOMENICO MELLI;201;CONJUNTO HABITACIONAL PADRE MANOEL DE PA;3591110;997113869;;;Ativa;ARTUR ALVIM;5;503;NA;NA;NA;;24/07/2015;2,02E+11;24/07/2015;;;;ASS MORADORES NA LUTA P MORADIA DO CONJ TEOTO;CON;-23553269;-46482319;31/12/2024
PE;501545;MOVA;CENTRO DE EDUCACAO DA ZONA LESTE;CENTRO DE EDUCACAO DA ZONA LESTE;;PENHA;ERMELINO MATARAZZO;RUA PRIMAVERA DA VIDA;1;VILA ROBERTINA;3807430;;;;Ativa;ERMELINO MATARAZZO;28;2803;NA;NA;NA;;25/07/2015;2,02E+11;25/07/2015;;;;;CON;-23495090;-46469747;31/12/2024
PE;501546;MOVA;CENTRO DE EDUCACAO DA ZONA LESTE;CENTRO DE EDUCACAO DA ZONA LESTE;;PENHA;PENHA;RUA SÃO VITÓRIO;469;VILA NHOCUNE;3561000;;;;Ativa;ARTUR ALVIM;5;501;NA;NA;NA;;25/07/2015;2,02E+11;25/07/2015;;;;;CON;-23547127;-46495748;31/12/2024
PE;501547;MOVA;CENTRO DE EDUCACAO DA ZONA LESTE;CENTRO DE EDUCACAO DA ZONA LESTE;;PENHA;ERMELINO MATARAZZO;RUA BARTOLOMEO BELLAND;77;BURGO PAULISTA;3682070;20432762;;;Ativa;PONTE RASA;64;6402;NA;NA;NA;;25/07/2015;2,02E+11;25/07/2015;;;;;CON;-23517610;-46482104;31/12/2024
PE;501548;MOVA;CENTRO DE EDUCACAO DA ZONA LESTE;CENTRO DE EDUCACAO DA ZONA LESTE;;PENHA;PENHA;RUA JACIRA ARTACHO;47;JARDIM PIRATININGA;3716080;;;;Ativa;CANGAIBA;18;1804;NA;NA;NA;;25/07/2015;2,02E+11;25/07/2015;;;;;CON;-23506926;-46532637;31/12/2024
PE;501549;MOVA;CENTRO DE EDUCACAO DA ZONA LESTE;CENTRO DE EDUCACAO DA ZONA LESTE;;PENHA;PENHA;RUA DOMINGOS DE LUCCA;108;CANGAÍBA;3712010;;;;Ativa;CANGAIBA;18;1801;NA;NA;NA;;25/07/2015;2,02E+11;25/07/2015;;;;;CON;-23507027;-46530996;31/12/2024
PE;501550;MOVA;CONS EDUC, CULT E ACAO SOCIAL THIAGO DE JESUS - CEDUCASTHI;CONS EDUC, CULT E ACAO SOCIAL THIAGO DE JESUS - CEDUCASTHI;;PENHA;ERMELINO MATARAZZO;RUA MIGUEL RACHID;997;VILA PARANAGUÁ;3808130;;;;Ativa;ERMELINO MATARAZZO;28;2803;NA;NA;NA;;25/07/2015;2,02E+11;25/07/2015;;;;CENTRO DE EDUCACAO DA ZONA LESTE;CON;-23494808;-46470264;31/12/2024
SA;501551;MOVA;OBRAS SOCIAIS SAO FRANCISCO XAVIER - MOVA;OBRAS SOCIAIS SAO FRANCISCO XAVIER - MOVA;;SANTO AMARO;CIDADE ADEMAR;RUA BEMAVENTURADO ALBERICO CRESCITELLI;8;VILA MISSIONÁRIA;4430030;56127572;;;Criada;CIDADE ADEMAR;22;2205;NA;NA;NA;;21/07/2015;2,02E+11;21/07/2015;;;;;CON;-23689892;-46648087;31/12/2024
SA;501552;MOVA;CENTRO COMUNITARIO JD AUTODROMO II;CENTRO COMUNITARIO JD AUTODROMO II;;SANTO AMARO;CIDADE ADEMAR;RUA ALICE DOS SANTOS PEIXE;61;JARDIM SELMA;4431140;;;;Criada;PEDREIRA;58;5802;NA;NA;NA;;23/07/2015;2,01E+11;23/07/2015;;;;CENTRO COMUNITARIO JARDIM AUTODROMO;CON;-23686621;-46656071;31/12/2024
BT;501553;MOVA;IEG - INSTITUTO ESTRELA GUIA;IEG - INSTITUTO ESTRELA GUIA;;BUTANTA;BUTANTA;RUA VISCONDE DE NACAR;9;REAL PARQUE;5685010;32054975;992260652;;Ativa;MORUMBI;54;5404;NA;NA;NA;;21/07/2015;2,02E+11;21/07/2015;;;;CETEAC-CENTRO DE ESTUDOS E TRABALHOS EM EDUC,;CON;-23608741;-46705348;31/12/2024
IP;501556;MOVA;UNIAO DE NUCL,ASSOC DOS MORADORES DE HELIOPOLIS E REGIAO X;UNIAO DE NUCL,ASSOC DOS MORADORES DE HELIOPOLIS E REGIAO X;;IPIRANGA;IPIRANGA;RUA DAS JUNTAS PROVISÓRIAS;1632;IPIRANGA;4214010;22720148;22720140;;Ativa;IPIRANGA;34;3402;NA;NA;NA;;26/08/2015;2,01E+11;26/08/2015;;;;UNAS UNIAO NUCLEOS ASS MORADORES HELIOPOLIS E;CON;-23596884;-46597472;31/12/2024
IP;501557;MOVA;UNIAO DE NUCL,ASSOC DOS MORADORES DE HELIOPOLIS E REGIAO XI;UNIAO DE NUCL,ASSOC DOS MORADORES DE HELIOPOLIS E REGIAO XI;;IPIRANGA;IPIRANGA;RUA CORONEL SILVA CASTRO;135;CIDADE NOVA HELIÓPOLIS;4231015;22720148;22720140;;Ativa;SACOMA;68;6801;NA;NA;NA;;26/08/2015;2,01E+11;26/08/2015;;;;UNAS UNIAO NUCLEOS ASS MORADORES HELIOPOLIS E;CON;-23604193;-46596971;31/12/2024
CS;501558;MOVA;ASSOCIACAO CONSTRUINDO CONSCIENCIA V;ASSOCIACAO CONSTRUINDO CONSCIENCIA V;;CAPELA DO SOCORRO;CAPELA DO SOCORRO;AVENIDA LOURENCO CABREIRA;504;JARDIM ANA LÚCIA;4812010;59287776;;;Ativa;CIDADE DUTRA;23;2304;NA;NA;NA;;16/10/2015;2,01E+11;16/10/2015;15/06/2024;;;ASSOCIACAO DA CRIANCA, ADOLESCENTE E JOVENS D;CON;-23717285;-46690758;31/12/2024
FO;501561;MOVA;ASS CULT BENEF VL NV CACHOEIRINHA UNID II FO;ASS CULT BENEF VL NV CACHOEIRINHA UNID II FO;;FREGUESIA/BRASILANDIA;FREGUESIA/BRASILANDIA;AVENIDA ITABERABA;3907;ITABERABA;2739000;34991707;;;Ativa;FREGUESIA DO O;29;2907;NA;NA;NA;;04/11/2015;2,01E+11;04/11/2015;;;;;CON;-23476932;-46679603;31/12/2024
IQ;501562;MOVA;ASSOCIACAO COMUNIDADE CRISTA DO AVIVAMENTO PLENO - II;ASSOCIACAO COMUNIDADE CRISTA DO AVIVAMENTO PLENO - II;;ITAQUERA;ITAQUERA;RUA DOMINGOS JOSÉ PELEGI;40;JARDIM FERNANDES;3581190;20590789;;;Ativa;CIDADE LIDER;24;2402;NA;NA;NA;;09/12/2015;2,01E+11;09/12/2015;;;;COMUNIDADE CRISTA AVIVAMENTO PLENO II;CON;-23557338;-46498642;31/12/2024
G;501564;MOVA;CENTRAL DE ASSOCIACOES E SOCIEDADES POPULARES II;CENTRAL DE ASSOCIACOES E SOCIEDADES POPULARES II;;GUAIANASES;CIDADE TIRADENTES;RUA APÓSTOLO SIMÃO PEDRO;312;CIDADE TIRADENTES;8475260;25583055;996060083;;Ativa;CIDADE TIRADENTES;25;2506;NA;NA;NA;;17/05/2016;2,01E+11;17/05/2016;16/07/2024;;;CASP CENTRAL DE ASS E SOCIEDADES POPULARES;CON;-23587272;-46402623;31/12/2024
CS;501565;MOVA;ASSOCIACAO CONSTRUINDO CONSCIENCIA III;ASSOCIACAO CONSTRUINDO CONSCIENCIA III;;CAPELA DO SOCORRO;CAPELA DO SOCORRO;RUA DEZ;22;JARDIM MONTE VERDE;4851527;59715558;;;Ativa;GRAJAU;30;3011;NA;NA;NA;;19/05/2016;2,02E+11;19/05/2016;15/06/2024;;;SOC DOS MORADORES DO JD IMBUIAS E ADJACENCIAS;CON;-23754448;-46662556;31/12/2024
PJ;501566;MOVA;SOCIEDADE AMIGOS DO DISTRITO DE PERUS - III;SOCIEDADE AMIGOS DO DISTRITO DE PERUS - III;;PIRITUBA;PERUS;RUA ALAGOA NOVA;501;PERUS;5202260;39154011;966635477;;Ativa;PERUS;61;6102;NA;NA;NA;;27/04/2016;2,01E+11;27/04/2016;;;;SOC AMIGOS DO DISTRITO DE PERUS - SADIP;CON;-23401223;-46742245;31/12/2024
FO;501567;MOVA;INSTITUTO OIKOS;INSTITUTO OIKOS;;FREGUESIA/BRASILANDIA;FREGUESIA/BRASILANDIA;RUA OLINTO FRAGA MOREIRA;296;BRASILÂNDIA;2845050;39246425;;;Ativa;BRASILANDIA;11;1108;NA;NA;NA;;10/05/2016;2,01E+11;10/05/2016;;;;;CON;-23469171;-46692627;31/12/2024
FO;501569;MOVA;CENTRO DE ASSISTENCIA SOCIAL DE VILA DIONISIA;CENTRO DE ASSISTENCIA SOCIAL DE VILA DIONISIA;;FREGUESIA/BRASILANDIA;CASA VERDE/CACHOEIRINHA;RUA DOUTOR ARAÚJO CASTRO;630;JARDIM PERI;2649010;38515784;;;Ativa;CACHOEIRINHA;13;1302;NA;NA;NA;;25/05/2016;2,02E+11;25/05/2016;;;;;CON;-23460398;-46662793;31/12/2024
FO;501570;MOVA;CENTRO DE ASSISTENCIA SOCIAL DE VILA DIONISIA II;CENTRO DE ASSISTENCIA SOCIAL DE VILA DIONISIA II;;FREGUESIA/BRASILANDIA;CASA VERDE/CACHOEIRINHA;RUA VINTE E DOIS DE AGOSTO;263;VILA BELA VISTA ZONA NORTE;2617000;38515784;;;Ativa;CACHOEIRINHA;13;1303;NA;NA;NA;;15/07/2016;2,02E+11;15/07/2016;;;;CENTRO DE ASSISTENCIA SOCIAL DE VILA DIONISIA;CON;-23467612;-46659608;31/12/2024
FO;501571;MOVA;ASS CULT ESP BENEF VL NV CACHOEIRINHA - UNID III FO;ASS CULT ESP BENEF VL NV CACHOEIRINHA - UNID III FO;;FREGUESIA/BRASILANDIA;CASA VERDE/CACHOEIRINHA;RUA ORMINDA;173;VILA SANTA MARIA;2562150;34991707;;;Ativa;LIMAO;50;5002;NA;NA;NA;;13/05/2016;2,01E+11;13/05/2016;;;;ASS CULT ESP BENEF VL NV CACHOEIRINHA - UNID ;CON;-23494778;-46668329;31/12/2024
FO;501572;MOVA;ASS CULT ESP BENEF VL NV CACHOEIRINHA - UNID IV FO;ASS CULT ESP BENEF VL NV CACHOEIRINHA - UNID IV FO;;FREGUESIA/BRASILANDIA;CASA VERDE/CACHOEIRINHA;TRAVESSA PRIMEIRO DE ABRIL;26;CONJUNTO HABITACIONAL VILA NOVA CACHOEIR;2567203;34991707;;;Ativa;CACHOEIRINHA;13;1305;NA;NA;NA;;13/05/2016;2,01E+11;13/05/2016;;;;ASS CULT ESP BENEF VL NV CACHOEIRINHA - UNID ;CON;-23480397;-46667490;31/12/2024
FO;501573;MOVA;ASS CULT ESP BENEF VL NV CACHOEIRINHA - UNID V FO;ASS CULT ESP BENEF VL NV CACHOEIRINHA - UNID V FO;;FREGUESIA/BRASILANDIA;FREGUESIA/BRASILANDIA;RUA OSVALDO MARGARIDO JÚNIOR;162;VILA BANCÁRIA MUNHOZ;2759080;34991707;;;Criada;FREGUESIA DO O;29;2907;NA;NA;NA;;13/05/2016;2,01E+11;13/05/2016;;;;ASS CULT ESP BENEF VL NV CACHOEIRINHA - UNID ;CON;-23482648;-46682848;31/12/2024
FO;501574;MOVA;ASS CULT ESP BENEF VL NV CACHOEIRINHA - UNID VI FO;ASS CULT ESP BENEF VL NV CACHOEIRINHA - UNID VI FO;;FREGUESIA/BRASILANDIA;CASA VERDE/CACHOEIRINHA;RUA CARANDAÍ;349;CASA VERDE;2516020;34991707;;;Ativa;CASA VERDE;21;2103;NA;NA;NA;;15/07/2016;2,01E+11;15/07/2016;;;;ASS CULT ESP BENEF VL NV CACHOEIRINHA - UNID ;CON;-23508001;-46657975;31/12/2024
G;501577;MOVA;AVIB - ASSOC. VOLUNTARIOS INTEGRADOS DO BRASIL;AVIB - ASSOC. VOLUNTARIOS INTEGRADOS DO BRASIL;;GUAIANASES;GUAIANASES;AVENIDA MIGUEL ACHIOLE DA FONSECA;717;JARDIM SAO PAULOZONA LESTE;8461110;29053465;27687852;;Ativa;GUAIANASES;31;3103;NA;NA;NA;;22/08/2014;2,01E+11;22/08/2016;;;;AVIB - ASSOC. VOLUNTARIOS INTEGRADOS DO BRASI;CON;-23556824;-46399972;31/12/2024
MP;501579;MOVA;ASSOCIACAO TRES IRMAOS II;ASSOCIACAO TRES IRMAOS II;;SAO MIGUEL;ITAIM PAULISTA;RUA PADRE VIRGÍLIO CAMPELO;150;ITAIM PAULISTA;8131310;47296380;;;Ativa;ITAIM PAULISTA;36;3606;NA;NA;NA;;26/10/2016;2,02E+11;26/10/2016;;;;ASSOCIACAO TRES IRMAOS -;CON;-23503970;-46379516;31/12/2024
G;501582;MOVA;ASS BENEFICENTE COMUNITARIA BEM QUERER;ASS BENEFICENTE COMUNITARIA BEM QUERER;;GUAIANASES;CIDADE TIRADENTES;RUA CACHOEIRA DA SORTE;131;CONJUNTO HABITACIONAL CASTRO ALVES;8475050;44186088;962941502;;Ativa;CIDADE TIRADENTES;25;2502;NA;NA;NA;;09/11/2016;2,02E+11;09/11/2016;;;;;CON;-23583689;-46398548;31/12/2024
G;501583;MOVA;ASS BENEFICENTE COMUNITARIA BEM QUERER II;ASS BENEFICENTE COMUNITARIA BEM QUERER II;;GUAIANASES;CIDADE TIRADENTES;RUA REGINALDO BARKER;34;JARDIM PÉROLA II;8474445;41186088;962941502;;Ativa;CIDADE TIRADENTES;25;2502;NA;NA;NA;;09/11/2016;2,02E+11;09/11/2016;;;;;CON;-23586588;-46382348;31/12/2024
PE;501584;MOVA;CONS EDUC, CULT E ACAO SOCIAL THIAGO DE JESUS - CEDUCASTHI;CONS EDUC, CULT E ACAO SOCIAL THIAGO DE JESUS - CEDUCASTHI;;PENHA;ERMELINO MATARAZZO;RUA BISPO E MARTINS;17;JARDIM KERALUX;3828080;22974559;20312875;;Ativa;ERMELINO MATARAZZO;28;2801;NA;NA;NA;;09/11/2016;2,02E+11;09/11/2016;;;;CEDUCASTHI - CONS EDUC CULT E ACAO SOCIAL THI;CON;-23480593;-46494712;31/12/2024
PE;501585;MOVA;CENTRO DE EDUCACAO ZONA LESTE;CENTRO DE EDUCACAO ZONA LESTE;;PENHA;PENHA;RUA XIQUEXIQUE;528;CIDADE PATRIARCA;3556040;;;;Ativa;VILA MATILDE;91;9105;NA;NA;NA;;25/07/2017;2,02E+11;25/07/2017;;;;;CON;-23540806;-46499996;31/12/2024
SA;501587;MOVA;ASSOCIACAO CONQUISTANDO UM ESPACO I;ASSOCIACAO CONQUISTANDO UM ESPACO I;;SANTO AMARO;JABAQUARA;RUA FRANKLIN MAGALHÃES;73;VILA SANTA CATARINA;4374000;56779556;56230873;;Criada;JABAQUARA;38;3801;NA;NA;NA;;21/07/2017;2,02E+11;21/07/2017;;;;;CON;-23650644;-46652954;31/12/2024
SA;501588;MOVA;ASSOCIACAO CONQUISTANDO UM ESPACO II;ASSOCIACAO CONQUISTANDO UM ESPACO II;;SANTO AMARO;JABAQUARA;RUA MIANOS;122;VILA MIRA;4377080;43052187;56779556;;Ativa;JABAQUARA;38;3805;NA;NA;NA;;21/07/2017;2,02E+11;21/07/2017;;;;;CON;-23652695;-46651935;31/12/2024
SA;501589;MOVA;ASSOCIACAO CONQUISTANDO UM ESPACO III;ASSOCIACAO CONQUISTANDO UM ESPACO III;;SANTO AMARO;JABAQUARA;RUA MIANOS;122;VILA MIRA;4377080;55600738;56779556;;Ativa;JABAQUARA;38;3801;NA;NA;NA;;21/07/2017;2,02E+11;21/07/2017;;;;;CON;-23644552;-46670590;31/12/2024
SA;501590;MOVA;ASSOCIACAO CONQUISTANDO UM ESPACO IV;ASSOCIACAO CONQUISTANDO UM ESPACO IV;;SANTO AMARO;CIDADE ADEMAR;AVENIDA GENERAL DALTRO FILHO;220;VILA PARQUE JABAQUARA;4330040;56770466;56779556;;Criada;PEDREIRA;58;5805;NA;NA;NA;;21/07/2017;2,02E+11;21/07/2017;;;;;CON;-23706370;-46648411;31/12/2024
SA;501591;MOVA;ASSOCIACAO CONQUISTANDO UM ESPACO V;ASSOCIACAO CONQUISTANDO UM ESPACO V;;SANTO AMARO;JABAQUARA;AVENIDA GENERAL DALTRO FILHO;220;VILA PARQUE JABAQUARA;4330040;26136076;56779556;;Ativa;JABAQUARA;38;3804;NA;NA;NA;;21/07/2017;2,02E+11;21/07/2017;;;;;CON;-23653545;-46646885;31/12/2024
FO;501593;MOVA;SOC AMIGOS DO DISTRITO DE PERUS - SADIP;SOC AMIGOS DO DISTRITO DE PERUS - SADIP;;FREGUESIA/BRASILANDIA;FREGUESIA/BRASILANDIA;RUA FRANCISCO REIS;61;JARDIM PAULISTANO ZONA NORTE;2812100;39192559;;;Ativa;BRASILANDIA;11;1103;NA;NA;NA;;15/07/2017;2,01E+11;15/07/2017;;;;;CON;-23458593;-46713281;31/12/2024
SA;501594;MOVA;CENTRO COMUNITARIO JD AUTODROMO III;CENTRO COMUNITARIO JD AUTODROMO III;;SANTO AMARO;CIDADE ADEMAR;PRACA DOM LUÍS DE MASCARENHAS;49;JARDIM DA PEDREIRA;4468020;55686943;;;Ativa;PEDREIRA;58;5801;NA;NA;NA;;22/07/2016;2,01E+11;22/07/2016;;;;CENTRO COMUNITARIO JD AUTODROMO;CON;-23691803;-46663134;31/12/2024
SA;501595;MOVA;CENTRO COMUNITARIO JD AUTODROMO IV;CENTRO COMUNITARIO JD AUTODROMO IV;;SANTO AMARO;CIDADE ADEMAR;RUA JOSÉ FLÁVIO PEREIRA;215;PARQUE DOROTEIA;4474220;56686943;;;Criada;PEDREIRA;58;5803;NA;NA;NA;;22/07/2016;2,01E+11;22/07/2016;;;;CENTRO COMUNITARIO JD AUTODROMO;CON;-23701274;-46643234;31/12/2024
SA;501596;MOVA;CENTRO COMUNITARIO JD AUTODROMO V;CENTRO COMUNITARIO JD AUTODROMO V;;SANTO AMARO;CIDADE ADEMAR;AVENIDA DAS GAROUPAS;208;BALNEÁRIO SÃO FRANCISCO;4473100;56686943;;;Ativa;PEDREIRA;58;5805;NA;NA;NA;;22/07/2016;2,01E+11;22/07/2016;;;;CENTRO COMUNITARIO JD AUTODROMO;CON;-23700127;-46648857;31/12/2024
IP;501597;MOVA;UNIAO DE NUCL,ASSOC DOS MORADORES DE HELIOPOLIS E REGIAO XII;UNIAO DE NUCL,ASSOC DOS MORADORES DE HELIOPOLIS E REGIAO XII;;IPIRANGA;IPIRANGA;ESTRADA DAS LÁGRIMAS;2835;SÃO JOÃO CLÍMACO;4244000;22720148;22720140;;Ativa;SACOMA;68;6801;NA;NA;NA;;30/01/2018;6,02E+15;30/01/2018;;;;UNAS UNIAO NUCLEOS ASS MORADORES HELIOPOLIS E;CON;-23626147;-46591121;31/12/2024
PJ;501598;MOVA;SOCIEDADE AMIGOS DO DISTRITO DE PERUS - VIII;SOCIEDADE AMIGOS DO DISTRITO DE PERUS - VIII;;PIRITUBA;PERUS;RUA DEDALION;794;JARDIM ADELFIORE;5223120;39154011;966635460;;Ativa;PERUS;61;6102;NA;NA;NA;;28/03/2018;2,01E+11;28/03/2018;;;;SOC AMIGOS DO DISTRITO DE PERUS - SADIP;CON;-23409320;-46737830;31/12/2024
JT;501599;MOVA;ASSOCIACAO MORADORES DA ZONA NORTE I;ASSOCIACAO MORADORES DA ZONA NORTE I;;JACANA/TREMEMBE;JACANA/TREMEMBE;RUA VELOSO DA FONSECA;235;JARDIM DAYSY;2358080;22417833;;;Criada;TREMEMBE;81;8106;NA;NA;NA;;14/09/2018;6,02E+15;14/09/2018;;;;ASS MORADORES DA ZONA NORTE;CON;-23450503;-46608995;31/12/2024
IQ;501601;MOVA;ASSOCIACAO DA UNIAO DAS MULHERES DALVA PAIXAO;ASSOCIACAO DA UNIAO DAS MULHERES DALVA PAIXAO;;ITAQUERA;ITAQUERA;RUA BORJA CASTRO;183;CIDADE ANTÔNIO ESTEVÃO DE CARVALHO;8223340;984371013;;;Ativa;ITAQUERA;37;3707;NA;NA;NA;;13/11/2018;6,02E+15;13/11/2018;;;;;CON;-23524971;-46472218;31/12/2024
PE;501602;MOVA;CONS EDUC, CULT E ACAO SOCIAL THIAGO DE JESUS - CEDUCASTHI;CONS EDUC, CULT E ACAO SOCIAL THIAGO DE JESUS - CEDUCASTHI;;PENHA;PENHA;RUA NOVO ORIENTE DO PIAUÍ;400;VILA SÍLVIA;3820310;;;;Ativa;CANGAIBA;18;1803;NA;NA;NA;;02/01/2019;6,02E+15;02/01/2019;;;;CONS EDUC, CULT E ACAO SOCIAL THIAGO DE JESUS;CON;-23494750;-46506427;31/12/2024
MP;501607;MOVA;CONS COMUNIT DE EDUC DO DISTR DE CURUCA E GRANDE LESTE I;CONS COMUNIT DE EDUC DO DISTR DE CURUCA E GRANDE LESTE I;;SAO MIGUEL;SAO MIGUEL;PRACA PADRE ALEIXO MONTEIRO MAFRA;34;SÃO MIGUEL PAULISTA;8011010;25464360;;;Ativa;SAO MIGUEL;74;7407;NA;NA;NA;;27/03/2019;6,02E+15;27/03/2019;;;;CONS COMUNITARIO DE EDUCACAO DISTRITO CURUCA ;CON;-23491889;-46446252;31/12/2024
SA;501610;MOVA;ENTIDADE DE PROMOCAO E ASSIST SOCIAL ESPACO ABERTO IV;ENTIDADE DE PROMOCAO E ASSIST SOCIAL ESPACO ABERTO IV;;SANTO AMARO;CIDADE ADEMAR;AVENIDA BATISTA MACIEL;105;PEDREIRA;4459110;;;;Ativa;PEDREIRA;58;5801;NA;NA;NA;;06/07/2019;6,02E+15;06/07/2019;;;;ENTIDADE DE PROMOCAO E ASSISTENCIA SOCIAL ESP;CON;-23693006;-46669734;31/12/2024
IP;501611;MOVA;UNIAO DE NUCL,ASSOC DOS MORADORES DE HELIOPOLIS REGIAO XIII;UNIAO DE NUCL,ASSOC DOS MORADORES DE HELIOPOLIS REGIAO XIII;;IPIRANGA;IPIRANGA;AVENIDA CARIOCA;85;VILA CARIOCA;4225000;22720148;22720140;;Ativa;IPIRANGA;34;3405;NA;NA;NA;;05/02/2020;6,02E+15;05/02/2020;;;;UNAS-UNIAO NUCLEOS ASS SOC DE HELIOPOLIS E SA;CON;-23603448;-46591634;31/12/2024
PE;501612;MOVA;CENTRO DE EDUCACAO DA ZONA LESTE;CENTRO DE EDUCACAO DA ZONA LESTE;;PENHA;ERMELINO MATARAZZO;RUA LUIZ CALHEIROS;160;JARDIM COTINHA;3887020;;;;Ativa;PONTE RASA;64;6403;NA;NA;NA;;22/06/2018;6,02E+15;22/06/2018;;;;;CON;-23510872;-46478445;31/12/2024
PJ;501613;MOVA;SOCIEDADE AMIGOS DO DISTRITO DE PERUS - VII;SOCIEDADE AMIGOS DO DISTRITO DE PERUS - VII;;PIRITUBA;PERUS;RUA AMERICANA;45;SÍTIO ITABERABA I;5270010;;;;Ativa;ANHANGUERA;3;306;NA;NA;NA;;27/04/2018;6,02E+15;27/04/2018;;;;SOCIEDADE AMIGOS DO DISTRITO DE PERUS - SADIP;CON;-23447886;-46798323;31/12/2024
CL;501615;MOVA;CARITAS - NOSSA SENHORA DAS GRACAS;CARITAS - NOSSA SENHORA DAS GRACAS;;CAMPO LIMPO;M'BOI MIRIM;RUA FRANCISCO NOGUEIRA SILVA;294;VILA DAMACENO;5864060;955515614;;;Ativa;JARDIM ANGELA;43;4302;NA;NA;NA;;01/10/2019;6,02E+14;01/10/2019;;;;CARITAS DIOCESANA DE CAMPO LIMPO;CON;-23675574;-46760347;31/12/2024
CL;501619;MOVA;ASS DO ABRIGO NOSSA SRA RAINHA DA PAZ DO JD FIM DE SEMANA;ASS DO ABRIGO NOSSA SRA RAINHA DA PAZ DO JD FIM DE SEMANA;;CAMPO LIMPO;M'BOI MIRIM;RUA DANIEL AUBER;70;JARDIM IRACEMA;5847470;;;;Ativa;JARDIM SAO LUIS;46;4603;NA;NA;NA;;14/08/2022;32022;14/08/2022;;;;ASS DO ABRIGO NOSSA SRA RAINHA DA PAZ DO JD F;CON;-23656118;-46748852;31/12/2024
PJ;501668;MOVA;SOCIEDADE AMIGOS DO DISTRITO DE PERUS - XV;SOCIEDADE AMIGOS DO DISTRITO DE PERUS - XV;;PIRITUBA;PIRITUBA;RUA DOMINGOS MOREIRA;412;JARDIM CIDADE PIRITUBA;2942070;39154011;966635477;;Ativa;PIRITUBA;63;6301;NA;NA;NA;;02/05/2013;2,01E+11;02/05/2013;;;;SOCIEDADE AMIGOS DO DISTRITO DE PERUS SADIP X;CON;-23473910;-46720410;31/12/2024
